age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,job_satisfaction_score,age_group,hours_bin,daily_social_media_time_bin
24,Male,Health,2.0,TikTok,65,5.3,8.6,7.4,1.0,4.1,1.8,9,False,False,2,23,7.9,20-40,0-4,"(1.8, 3.6]"
47,Female,Unemployed,1.1,Telegram,62,10.8,7.1,5.4,8.0,8.9,2.0,10,True,False,1,8,5.7,40-60,0-4,"(-0.018, 1.8]"
38,Male,Student,0.6,Telegram,56,8.2,4.5,3.3,3.0,7.2,1.8,5,False,False,0,17,5.5,20-40,0-4,"(-0.018, 1.8]"
18,Male,Unemployed,5.7,TikTok,62,9.3,5.4,5.9,8.0,7.7,0.7,3,False,False,3,23,5.4,0-20,4-8,"(5.4, 7.2]"
42,Other,Finance,2.1,Instagram,64,7.3,7.7,4.6,6.0,6.2,0.9,9,False,False,2,10,5.3,40-60,0-4,"(1.8, 3.6]"
49,Female,Education,2.8,Instagram,72,3.7,4.1,3.3,7.0,7.2,1.6,9,False,True,1,3,4.1,40-60,0-4,"(1.8, 3.6]"
25,Female,Unemployed,4.5,Twitter,64,4.6,5.0,4.8,6.0,6.1,0.5,10,False,False,3,8,3.2,20-40,4-8,"(3.6, 5.4]"
22,Other,Unemployed,0.9,TikTok,59,3.4,2.3,2.3,5.0,5.0,0.2,7,False,True,7,16,1.6,20-40,0-4,"(-0.018, 1.8]"
47,Male,Health,1.4,Instagram,62,6.3,6.5,6.0,9.0,7.8,1.5,3,False,True,2,29,6.8,40-60,0-4,"(-0.018, 1.8]"
25,Male,IT,1.5,Facebook,71,7.7,6.5,5.4,3.0,6.9,1.2,3,True,False,0,28,3.2,20-40,0-4,"(-0.018, 1.8]"
36,Male,Education,1.0,Telegram,63,8.3,7.6,7.4,9.0,7.1,0.9,8,True,False,2,1,8.3,20-40,0-4,"(-0.018, 1.8]"
61,Female,Health,3.5,Facebook,73,5.8,6.1,5.8,10.0,7.4,1.2,10,False,True,0,10,4.9,60-80,0-4,"(1.8, 3.6]"
47,Female,Health,6.0,Facebook,59,5.6,5.8,4.0,6.0,6.4,1.4,8,True,True,5,25,4.0,40-60,4-8,"(5.4, 7.2]"
32,Male,Health,4.9,Instagram,54,9.5,4.1,3.6,1.0,8.5,0.5,3,False,False,3,31,2.5,20-40,4-8,"(3.6, 5.4]"
53,Male,Finance,0.0,Telegram,46,9.4,6.4,4.8,9.0,5.4,0.0,3,False,False,3,4,5.3,40-60,,"(-0.018, 1.8]"
61,Male,Student,4.0,Facebook,56,8.4,6.8,6.0,8.0,3.0,1.8,2,False,False,2,25,4.7,60-80,0-4,"(3.6, 5.4]"
44,Male,Finance,5.6,Telegram,66,3.1,4.6,3.5,1.0,4.5,1.9,10,False,False,0,9,4.1,40-60,4-8,"(5.4, 7.2]"
30,Male,Unemployed,1.2,Facebook,70,8.7,5.2,2.8,10.0,6.0,0.6,5,False,False,1,21,2.3,20-40,0-4,"(-0.018, 1.8]"
31,Female,IT,0.2,Telegram,62,9.1,5.9,5.3,10.0,8.0,1.1,4,False,False,4,0,5.2,20-40,0-4,"(-0.018, 1.8]"
54,Male,IT,4.9,TikTok,51,4.8,5.2,4.8,2.0,9.1,0.0,0,False,True,0,0,4.2,40-60,4-8,"(3.6, 5.4]"
65,Male,Student,2.9,Instagram,50,8.0,4.9,5.4,7.0,3.2,0.6,6,True,False,3,16,3.4,60-80,0-4,"(1.8, 3.6]"
47,Male,Unemployed,2.9,TikTok,56,4.9,7.0,5.9,8.0,4.1,0.1,4,False,True,2,25,4.5,40-60,0-4,"(1.8, 3.6]"
56,Female,Student,3.0,Telegram,70,5.1,7.8,6.9,7.0,4.4,0.4,7,False,False,8,12,7.8,40-60,0-4,"(1.8, 3.6]"
64,Male,Health,4.3,Instagram,65,10.7,4.1,3.7,9.0,4.5,0.7,1,False,False,0,28,3.7,60-80,4-8,"(3.6, 5.4]"
30,Male,IT,3.7,Instagram,47,9.4,5.0,5.7,9.0,6.9,0.8,1,False,True,1,29,5.6,20-40,0-4,"(3.6, 5.4]"
33,Female,Health,2.9,Twitter,68,9.5,4.5,6.3,4.0,5.6,1.0,4,False,True,3,30,4.3,20-40,0-4,"(1.8, 3.6]"
61,Female,Student,3.9,TikTok,65,6.0,7.9,6.9,4.0,6.9,0.9,10,True,True,0,5,6.9,60-80,0-4,"(3.6, 5.4]"
24,Female,IT,4.4,Facebook,47,6.4,8.1,6.8,3.0,7.0,0.4,3,True,False,3,7,6.4,20-40,4-8,"(3.6, 5.4]"
65,Male,Health,3.5,Instagram,42,8.8,4.6,3.9,7.0,3.0,1.5,7,False,True,1,8,4.2,60-80,0-4,"(1.8, 3.6]"
44,Female,Education,1.8,Facebook,47,6.7,3.7,3.2,6.0,8.4,0.6,8,False,True,3,26,4.1,40-60,0-4,"(-0.018, 1.8]"
62,Male,Unemployed,3.2,TikTok,48,6.2,5.0,5.0,1.0,6.1,0.9,7,False,False,2,30,3.1,60-80,0-4,"(1.8, 3.6]"
52,Male,Education,3.8,Twitter,65,8.4,8.9,7.3,1.0,5.4,0.2,6,False,False,1,4,7.9,40-60,0-4,"(3.6, 5.4]"
32,Female,Health,4.0,Instagram,73,8.6,5.9,5.0,2.0,7.0,0.0,5,False,False,1,17,5.0,20-40,0-4,"(3.6, 5.4]"
45,Male,Finance,4.3,Twitter,51,4.4,5.0,4.4,6.0,6.5,0.0,5,True,True,1,13,5.5,40-60,4-8,"(3.6, 5.4]"
52,Female,Health,3.7,Twitter,58,5.1,6.0,5.6,6.0,7.5,1.5,9,True,False,2,0,6.6,40-60,0-4,"(3.6, 5.4]"
24,Female,IT,3.0,Telegram,49,8.2,4.1,4.6,7.0,8.4,1.9,1,False,False,2,11,3.8,20-40,0-4,"(1.8, 3.6]"
63,Male,Student,2.4,Twitter,58,5.0,3.0,2.7,7.0,7.5,1.8,7,True,False,2,29,5.2,60-80,0-4,"(1.8, 3.6]"
63,Male,Health,3.8,Facebook,66,5.9,5.2,2.7,7.0,8.5,1.2,1,False,False,1,20,5.0,60-80,0-4,"(3.6, 5.4]"
37,Male,IT,0.0,Twitter,57,8.2,3.7,2.8,10.0,6.6,2.1,5,False,False,0,17,4.3,20-40,,"(-0.018, 1.8]"
49,Female,IT,6.0,Telegram,82,6.7,8.4,7.5,7.0,6.2,1.6,8,False,False,3,5,6.0,40-60,4-8,"(5.4, 7.2]"
55,Female,Education,7.2,TikTok,73,9.8,4.8,4.7,4.0,6.1,0.7,0,True,False,1,22,5.5,40-60,4-8,"(5.4, 7.2]"
57,Female,Health,3.4,Instagram,70,2.5,4.5,2.7,9.0,6.5,0.4,1,False,False,1,31,4.9,40-60,0-4,"(1.8, 3.6]"
49,Female,Unemployed,2.9,TikTok,58,6.2,4.1,2.5,9.0,4.6,1.3,2,True,False,3,25,4.4,40-60,0-4,"(1.8, 3.6]"
43,Male,Finance,3.9,Telegram,62,7.1,3.3,3.4,2.0,8.6,2.3,4,False,False,4,22,3.8,40-60,0-4,"(3.6, 5.4]"
56,Female,Finance,4.8,Facebook,69,7.0,5.2,5.2,8.0,7.5,1.5,9,False,False,1,16,4.2,40-60,4-8,"(3.6, 5.4]"
37,Male,Student,5.7,Instagram,55,4.7,4.5,4.2,6.0,3.7,1.3,0,False,False,3,16,4.4,20-40,4-8,"(5.4, 7.2]"
35,Other,Student,4.8,Facebook,68,5.0,3.8,3.0,2.0,5.9,1.2,7,False,False,1,11,4.1,20-40,4-8,"(3.6, 5.4]"
32,Male,Education,6.1,TikTok,71,12.0,6.4,6.3,9.0,6.2,1.3,7,False,True,1,22,4.5,20-40,4-8,"(5.4, 7.2]"
39,Female,Health,6.7,Instagram,68,10.6,3.4,3.7,8.0,6.1,0.9,0,True,False,1,28,3.9,20-40,4-8,"(5.4, 7.2]"
39,Male,Student,7.3,Facebook,68,7.1,8.3,7.5,7.0,7.0,0.4,3,False,True,5,17,4.9,20-40,4-8,"(7.2, 9.0]"
38,Male,Health,4.5,Instagram,54,10.0,5.7,5.3,9.0,7.3,0.6,1,False,False,1,27,6.0,20-40,4-8,"(3.6, 5.4]"
19,Female,Unemployed,2.2,TikTok,57,3.4,7.1,7.5,1.0,7.3,0.7,3,False,False,3,24,8.7,0-20,0-4,"(1.8, 3.6]"
57,Female,Finance,0.0,Facebook,63,4.0,8.9,7.8,1.0,6.7,2.8,3,True,True,2,15,6.8,40-60,,"(-0.018, 1.8]"
60,Female,IT,2.8,Instagram,50,4.4,2.8,2.9,7.0,8.0,1.4,9,True,True,3,19,2.4,40-60,0-4,"(1.8, 3.6]"
35,Female,Finance,3.3,Instagram,56,7.4,9.0,7.4,10.0,7.0,0.8,8,False,False,1,23,5.9,20-40,0-4,"(1.8, 3.6]"
40,Male,Education,2.9,Facebook,55,7.3,7.1,6.3,10.0,7.2,0.6,4,True,True,1,17,6.3,20-40,0-4,"(1.8, 3.6]"
30,Female,Health,2.5,TikTok,57,8.3,5.9,5.1,9.0,7.3,1.5,6,True,False,1,9,4.6,20-40,0-4,"(1.8, 3.6]"
58,Female,IT,3.0,Telegram,73,4.9,8.9,7.3,10.0,4.1,0.6,3,True,False,1,12,6.6,40-60,0-4,"(1.8, 3.6]"
26,Male,IT,0.0,Instagram,53,9.4,7.5,6.5,4.0,6.0,1.6,5,False,False,2,25,5.5,20-40,,"(-0.018, 1.8]"
24,Female,Education,5.7,Facebook,68,9.6,3.1,2.9,10.0,6.1,1.8,8,False,False,1,25,3.5,20-40,4-8,"(5.4, 7.2]"
58,Other,IT,5.6,Facebook,61,4.4,7.4,6.9,5.0,6.7,1.6,6,True,True,1,11,9.2,40-60,4-8,"(5.4, 7.2]"
18,Female,Health,4.6,Facebook,61,6.6,7.5,6.5,6.0,5.8,1.7,6,True,False,1,20,6.2,0-20,4-8,"(3.6, 5.4]"
19,Male,Finance,4.0,Telegram,44,7.2,7.5,6.1,10.0,3.9,1.2,0,False,True,2,0,6.1,0-20,0-4,"(3.6, 5.4]"
21,Female,Health,3.7,Twitter,64,6.9,8.7,8.7,7.0,5.3,1.9,8,False,False,1,29,5.7,20-40,0-4,"(3.6, 5.4]"
31,Male,Student,3.1,Facebook,68,5.7,8.5,4.8,8.0,6.1,0.4,9,False,False,0,5,5.3,20-40,0-4,"(1.8, 3.6]"
49,Female,IT,6.0,Telegram,59,6.9,8.3,6.8,3.0,6.2,0.0,10,True,False,1,0,4.9,40-60,4-8,"(5.4, 7.2]"
53,Female,IT,2.0,Twitter,62,8.9,5.9,4.1,2.0,4.2,1.3,6,False,False,2,29,5.8,40-60,0-4,"(1.8, 3.6]"
19,Female,Health,0.0,Telegram,70,5.3,2.5,1.3,3.0,8.7,0.8,5,True,False,0,7,0.6,0-20,,"(-0.018, 1.8]"
57,Female,Unemployed,3.7,Facebook,62,8.8,3.0,2.9,2.0,8.3,1.6,10,False,False,3,21,2.2,40-60,0-4,"(3.6, 5.4]"
31,Male,Education,5.0,Instagram,63,2.8,7.2,6.7,4.0,6.3,1.4,5,False,False,2,8,6.7,20-40,4-8,"(3.6, 5.4]"
37,Female,Unemployed,5.3,Facebook,65,7.4,4.3,2.3,9.0,4.2,0.3,2,False,False,3,7,2.6,20-40,4-8,"(3.6, 5.4]"
42,Male,Health,5.5,Telegram,52,9.5,7.1,6.9,6.0,6.5,0.0,9,False,False,1,13,6.9,40-60,4-8,"(5.4, 7.2]"
59,Male,Finance,6.5,Facebook,57,8.3,6.9,7.1,9.0,6.4,0.2,9,False,True,1,5,7.5,40-60,4-8,"(5.4, 7.2]"
25,Male,Education,3.7,TikTok,57,6.3,6.1,5.7,3.0,9.6,0.5,9,False,False,2,20,5.9,20-40,0-4,"(3.6, 5.4]"
45,Male,IT,7.0,Telegram,70,6.6,2.3,1.4,5.0,8.5,0.9,2,False,False,2,3,2.9,40-60,4-8,"(5.4, 7.2]"
63,Other,Unemployed,4.1,Telegram,66,1.5,3.0,2.3,1.0,8.4,0.3,8,False,False,1,15,3.3,60-80,4-8,"(3.6, 5.4]"
38,Female,Unemployed,1.2,Facebook,60,7.1,3.5,3.3,5.0,7.7,0.8,5,True,True,2,0,0.8,20-40,0-4,"(-0.018, 1.8]"
40,Female,IT,5.0,Telegram,61,7.1,3.5,3.0,1.0,4.0,1.3,6,False,False,1,1,2.8,20-40,4-8,"(3.6, 5.4]"
49,Male,Education,4.5,Telegram,57,5.3,2.2,2.4,10.0,5.0,1.8,4,True,False,1,8,5.4,40-60,4-8,"(3.6, 5.4]"
25,Female,Education,1.9,Telegram,63,8.2,8.1,7.2,7.0,6.1,1.5,4,True,True,2,21,8.1,20-40,0-4,"(1.8, 3.6]"
48,Female,Education,2.8,Facebook,59,5.7,4.9,4.2,6.0,6.1,0.5,4,True,False,1,27,3.9,40-60,0-4,"(1.8, 3.6]"
54,Male,IT,7.6,Facebook,63,12.0,5.0,4.7,3.0,6.9,0.4,6,False,True,5,28,5.4,40-60,4-8,"(7.2, 9.0]"
33,Other,IT,5.7,Facebook,58,5.6,7.3,7.0,2.0,6.8,0.2,2,True,False,1,31,6.8,20-40,4-8,"(5.4, 7.2]"
57,Female,Unemployed,0.0,Facebook,63,6.7,6.4,6.2,4.0,7.0,1.3,3,False,False,3,0,3.4,40-60,,"(-0.018, 1.8]"
59,Female,Unemployed,2.3,Twitter,61,3.7,3.9,2.9,6.0,8.0,0.6,6,False,False,0,6,2.3,40-60,0-4,"(1.8, 3.6]"
44,Male,IT,2.9,Instagram,65,5.3,2.5,1.1,5.0,4.6,1.4,7,True,True,1,6,1.6,40-60,0-4,"(1.8, 3.6]"
57,Male,IT,4.9,Facebook,57,6.6,8.4,7.1,8.0,7.6,0.6,9,False,True,3,16,6.9,40-60,4-8,"(3.6, 5.4]"
58,Female,IT,4.1,Telegram,56,5.5,5.3,4.4,3.0,7.9,0.5,0,True,False,1,26,3.0,40-60,4-8,"(3.6, 5.4]"
35,Female,Health,5.3,Telegram,59,4.8,3.9,2.9,7.0,6.9,0.6,10,False,True,1,31,5.5,20-40,4-8,"(3.6, 5.4]"
52,Female,Health,3.7,TikTok,56,9.6,6.7,5.3,6.0,6.4,0.8,2,False,True,3,9,8.1,40-60,0-4,"(3.6, 5.4]"
32,Female,Health,3.6,Facebook,53,6.1,5.4,5.3,2.0,5.4,1.5,6,False,False,4,24,5.7,20-40,0-4,"(1.8, 3.6]"
44,Female,Education,4.3,Instagram,73,7.4,6.0,5.6,5.0,6.2,1.5,3,True,False,3,24,3.2,40-60,4-8,"(3.6, 5.4]"
34,Female,IT,2.0,Twitter,62,6.1,3.2,3.3,6.0,6.9,0.7,1,False,True,4,25,0.7,20-40,0-4,"(1.8, 3.6]"
57,Male,Unemployed,3.9,Instagram,52,10.9,3.2,5.9,3.0,5.1,0.4,9,False,False,1,14,5.3,40-60,0-4,"(3.6, 5.4]"
19,Female,Unemployed,6.4,TikTok,65,4.5,3.2,2.8,3.0,4.9,1.1,0,False,False,3,19,4.9,0-20,4-8,"(5.4, 7.2]"
48,Male,Health,0.0,Instagram,75,11.2,7.5,6.1,5.0,6.8,0.8,7,False,False,3,3,4.6,40-60,,"(-0.018, 1.8]"
54,Male,Education,3.9,Facebook,82,10.0,7.1,6.5,6.0,6.5,1.0,8,False,False,2,10,5.8,40-60,0-4,"(3.6, 5.4]"
58,Other,Finance,0.0,TikTok,62,5.0,2.1,1.8,4.0,8.8,0.0,10,False,False,4,23,7.0,40-60,,"(-0.018, 1.8]"
58,Male,Student,1.7,Telegram,60,7.0,8.5,8.4,7.0,7.0,0.8,7,True,False,1,25,8.2,40-60,0-4,"(-0.018, 1.8]"
51,Male,Finance,3.4,Facebook,56,3.8,5.8,4.8,9.0,7.8,1.7,9,False,True,1,24,3.1,40-60,0-4,"(1.8, 3.6]"
51,Male,Finance,4.9,Facebook,73,4.5,4.3,3.4,10.0,6.8,1.8,3,True,True,5,14,4.4,40-60,4-8,"(3.6, 5.4]"
20,Male,Student,3.5,TikTok,64,7.5,5.6,5.9,5.0,4.4,1.3,1,False,False,1,25,4.4,0-20,0-4,"(1.8, 3.6]"
34,Male,Unemployed,2.1,Twitter,67,7.9,7.3,7.1,7.0,7.8,1.1,2,False,False,4,28,5.8,20-40,0-4,"(1.8, 3.6]"
31,Male,Education,5.1,Facebook,75,5.6,3.9,3.8,1.0,6.2,1.5,3,True,True,1,2,4.8,20-40,4-8,"(3.6, 5.4]"
31,Female,Student,5.5,Facebook,65,7.7,7.5,6.9,6.0,6.0,0.9,7,True,False,1,5,7.2,20-40,4-8,"(5.4, 7.2]"
63,Female,Education,0.9,Twitter,53,6.4,5.7,5.1,4.0,8.1,0.9,4,True,False,1,2,4.2,60-80,0-4,"(-0.018, 1.8]"
55,Female,Finance,2.1,Instagram,73,8.1,3.7,3.5,1.0,7.9,1.3,6,False,False,0,29,3.9,40-60,0-4,"(1.8, 3.6]"
52,Other,Student,1.0,TikTok,54,8.6,3.9,7.6,7.0,7.7,0.6,9,False,True,2,10,3.5,40-60,0-4,"(-0.018, 1.8]"
18,Female,Finance,4.9,Twitter,47,7.1,4.1,4.0,2.0,9.2,1.4,1,False,False,1,23,3.1,0-20,4-8,"(3.6, 5.4]"
65,Male,Student,4.6,Instagram,55,8.5,4.9,4.5,6.0,6.6,1.7,4,True,True,2,30,5.6,60-80,4-8,"(3.6, 5.4]"
46,Male,Student,4.3,Twitter,67,8.6,7.9,7.0,9.0,6.9,0.5,0,False,False,2,21,6.8,40-60,4-8,"(3.6, 5.4]"
21,Female,IT,3.4,Facebook,62,8.0,6.9,6.5,4.0,6.3,2.0,6,False,True,3,27,6.7,20-40,0-4,"(1.8, 3.6]"
50,Female,Health,2.5,Instagram,47,6.0,6.7,6.1,6.0,7.4,1.2,4,False,False,0,18,4.6,40-60,0-4,"(1.8, 3.6]"
34,Male,Health,1.5,Instagram,58,5.2,7.2,6.6,1.0,7.6,0.0,6,False,False,3,13,7.6,20-40,0-4,"(-0.018, 1.8]"
45,Male,Finance,2.7,Facebook,55,5.7,8.7,8.2,3.0,8.9,0.3,5,True,False,3,19,9.6,40-60,0-4,"(1.8, 3.6]"
43,Female,Finance,0.5,Telegram,62,9.3,6.8,6.6,10.0,6.3,0.7,6,False,True,3,28,6.1,40-60,0-4,"(-0.018, 1.8]"
25,Female,Finance,0.0,Telegram,44,7.4,6.0,4.4,10.0,6.5,1.5,6,True,True,1,2,5.7,20-40,,"(-0.018, 1.8]"
51,Female,IT,5.0,TikTok,46,5.2,2.3,2.4,4.0,7.1,1.3,10,False,False,2,23,3.5,40-60,4-8,"(3.6, 5.4]"
35,Male,IT,1.4,Telegram,54,9.1,8.8,7.6,4.0,7.3,1.9,2,False,False,2,10,8.6,20-40,0-4,"(-0.018, 1.8]"
48,Female,Finance,4.1,Twitter,64,9.3,4.5,4.7,4.0,4.9,1.2,6,True,True,3,31,4.7,40-60,4-8,"(3.6, 5.4]"
44,Female,IT,5.8,Facebook,58,6.1,2.2,1.8,2.0,6.4,0.9,2,False,False,6,7,1.8,40-60,4-8,"(5.4, 7.2]"
33,Female,Student,1.9,Twitter,68,6.1,3.7,3.1,1.0,8.8,0.5,6,False,False,5,29,2.3,20-40,0-4,"(1.8, 3.6]"
27,Female,Student,2.9,Instagram,70,11.2,2.9,2.2,1.0,8.6,0.8,0,False,True,2,0,3.1,20-40,0-4,"(1.8, 3.6]"
57,Female,Student,4.4,TikTok,56,5.1,8.6,4.6,9.0,8.4,0.7,1,True,False,3,5,9.7,40-60,4-8,"(3.6, 5.4]"
29,Female,Health,2.4,Twitter,48,11.4,8.3,6.9,7.0,6.5,1.7,1,False,True,2,3,7.3,20-40,0-4,"(1.8, 3.6]"
39,Female,Student,3.4,Telegram,68,4.7,6.4,4.4,5.0,5.9,2.6,1,False,True,0,27,4.9,20-40,0-4,"(1.8, 3.6]"
33,Male,Health,4.7,Facebook,70,7.0,2.5,1.9,3.0,5.6,1.2,7,False,False,2,28,2.5,20-40,4-8,"(3.6, 5.4]"
29,Female,Student,0.0,Telegram,63,4.3,4.1,4.1,5.0,5.2,0.7,10,False,True,0,30,3.9,20-40,,"(-0.018, 1.8]"
28,Female,Finance,6.5,Facebook,43,4.4,7.8,7.0,3.0,7.4,1.2,8,True,False,5,9,5.4,20-40,4-8,"(5.4, 7.2]"
37,Female,Health,3.8,Telegram,59,3.7,7.2,6.2,9.0,5.0,1.1,10,False,False,2,23,7.1,20-40,0-4,"(3.6, 5.4]"
18,Other,IT,3.6,Telegram,60,7.8,3.5,3.4,10.0,5.7,0.0,7,True,True,3,20,3.7,0-20,0-4,"(1.8, 3.6]"
44,Other,Unemployed,3.4,TikTok,59,7.7,6.3,4.9,10.0,6.7,1.5,8,True,False,0,21,5.3,40-60,0-4,"(1.8, 3.6]"
20,Female,Health,6.5,Twitter,61,4.6,2.2,2.1,5.0,6.6,1.2,10,False,False,1,7,2.2,0-20,4-8,"(5.4, 7.2]"
29,Male,Education,5.4,Facebook,54,5.5,8.3,7.5,7.0,6.6,0.9,1,True,False,1,14,8.7,20-40,4-8,"(3.6, 5.4]"
47,Male,Health,4.2,Telegram,57,7.8,4.1,3.9,2.0,5.3,0.6,8,False,False,4,12,4.0,40-60,4-8,"(3.6, 5.4]"
26,Female,Student,5.6,Telegram,64,5.2,8.0,6.8,4.0,8.3,0.4,9,False,False,2,22,6.4,20-40,4-8,"(5.4, 7.2]"
54,Male,Student,5.5,Telegram,64,7.1,8.9,4.1,10.0,5.2,0.1,4,True,True,1,23,10.0,40-60,4-8,"(5.4, 7.2]"
18,Other,Student,4.8,Instagram,64,7.5,2.5,1.4,2.0,6.7,1.1,6,False,False,2,28,0.1,0-20,4-8,"(3.6, 5.4]"
59,Male,IT,2.3,Instagram,55,5.0,8.2,7.4,5.0,4.8,1.1,4,False,False,3,17,8.3,40-60,0-4,"(1.8, 3.6]"
21,Female,Finance,4.4,Telegram,52,7.9,6.8,1.3,4.0,4.6,1.1,1,False,False,4,18,1.4,20-40,4-8,"(3.6, 5.4]"
32,Female,Health,4.8,Instagram,54,9.6,5.4,4.7,7.0,6.5,0.5,1,False,True,0,26,4.3,20-40,4-8,"(3.6, 5.4]"
44,Male,IT,3.5,Twitter,57,8.5,6.4,5.4,5.0,8.7,0.6,8,True,False,3,29,5.1,40-60,0-4,"(1.8, 3.6]"
25,Female,Education,1.9,TikTok,58,6.6,6.0,5.5,3.0,6.7,0.1,5,False,True,0,3,7.2,20-40,0-4,"(1.8, 3.6]"
40,Female,Health,2.5,Twitter,67,7.3,8.0,6.2,4.0,7.1,1.1,10,False,True,3,9,8.9,20-40,0-4,"(1.8, 3.6]"
32,Male,Unemployed,3.1,Telegram,75,7.7,2.3,2.6,4.0,6.9,1.6,5,True,False,2,24,3.0,20-40,0-4,"(1.8, 3.6]"
44,Male,Student,1.5,Twitter,76,5.9,2.8,3.0,5.0,6.7,1.8,9,True,False,0,30,1.9,40-60,0-4,"(-0.018, 1.8]"
48,Female,IT,2.5,Twitter,74,3.2,2.9,2.9,9.0,3.6,1.1,3,False,True,0,20,6.0,40-60,0-4,"(1.8, 3.6]"
56,Male,IT,3.5,Telegram,49,9.7,2.9,4.7,3.0,9.9,0.1,7,False,False,3,22,5.9,40-60,0-4,"(1.8, 3.6]"
64,Female,Health,6.5,Twitter,61,5.5,7.1,6.5,6.0,9.8,1.3,3,False,False,2,26,5.7,60-80,4-8,"(5.4, 7.2]"
25,Male,Unemployed,1.3,Telegram,68,11.1,8.9,8.3,7.0,5.9,0.3,6,False,True,1,13,7.3,20-40,0-4,"(-0.018, 1.8]"
47,Male,IT,3.4,Facebook,71,7.3,2.0,1.2,10.0,6.3,0.2,1,False,False,2,28,2.1,40-60,0-4,"(1.8, 3.6]"
59,Male,IT,5.7,Twitter,61,4.5,4.9,4.9,9.0,6.9,1.1,5,False,False,4,14,4.1,40-60,4-8,"(5.4, 7.2]"
35,Male,IT,1.8,TikTok,52,7.0,2.3,2.5,7.0,6.5,0.1,4,False,False,0,18,0.2,20-40,0-4,"(-0.018, 1.8]"
21,Male,Health,0.4,Instagram,46,5.3,3.9,3.5,7.0,3.8,0.6,0,True,False,2,10,5.4,20-40,0-4,"(-0.018, 1.8]"
64,Other,Student,4.1,Twitter,57,6.0,5.5,4.7,7.0,5.9,0.6,7,False,False,0,18,5.1,60-80,4-8,"(3.6, 5.4]"
60,Male,Unemployed,0.0,Instagram,57,8.3,7.3,3.7,7.0,4.7,0.2,8,True,False,2,9,3.5,40-60,,"(-0.018, 1.8]"
39,Male,IT,4.3,TikTok,52,11.8,2.6,2.7,10.0,9.1,0.0,1,True,True,3,4,1.8,20-40,4-8,"(3.6, 5.4]"
20,Male,IT,0.0,Twitter,42,9.9,5.3,4.9,5.0,5.3,1.4,1,False,False,0,7,4.9,0-20,,"(-0.018, 1.8]"
32,Female,Finance,3.6,Instagram,58,10.8,4.5,4.2,9.0,5.1,1.3,4,False,False,1,18,5.0,20-40,0-4,"(1.8, 3.6]"
52,Female,Unemployed,5.5,Twitter,59,4.7,6.0,5.8,10.0,4.8,0.8,3,False,False,3,31,5.1,40-60,4-8,"(5.4, 7.2]"
64,Female,Unemployed,3.0,Twitter,65,8.8,8.7,8.3,8.0,6.2,1.8,9,True,False,2,3,8.2,60-80,0-4,"(1.8, 3.6]"
55,Male,Education,3.5,TikTok,65,8.0,8.7,7.1,3.0,7.3,0.0,10,False,True,1,0,9.0,40-60,0-4,"(1.8, 3.6]"
50,Female,Finance,2.5,Instagram,59,6.2,7.0,6.8,10.0,6.3,0.6,4,False,False,1,22,6.0,40-60,0-4,"(1.8, 3.6]"
31,Female,Student,6.1,Instagram,63,7.9,4.8,3.8,1.0,4.7,1.5,1,False,False,3,25,3.1,20-40,4-8,"(5.4, 7.2]"
65,Female,Finance,1.9,Instagram,66,5.1,7.6,6.4,2.0,7.4,0.2,0,True,True,1,28,7.0,60-80,0-4,"(1.8, 3.6]"
18,Male,Health,6.4,Telegram,64,5.5,7.9,5.4,2.0,6.3,2.2,6,False,False,2,18,5.7,0-20,4-8,"(5.4, 7.2]"
43,Female,Finance,4.1,Twitter,60,8.7,4.3,4.4,5.0,8.8,1.6,7,True,False,5,4,4.3,40-60,4-8,"(3.6, 5.4]"
25,Male,Health,4.2,Twitter,57,6.4,5.4,5.2,5.0,7.4,0.1,10,True,False,0,28,3.8,20-40,4-8,"(3.6, 5.4]"
33,Male,Finance,5.4,Facebook,56,10.5,2.8,2.6,2.0,8.1,1.6,6,True,True,0,3,3.3,20-40,4-8,"(3.6, 5.4]"
55,Male,Finance,1.7,TikTok,57,2.7,2.4,4.7,8.0,6.2,1.7,9,True,False,3,10,2.7,40-60,0-4,"(-0.018, 1.8]"
27,Male,Education,4.0,TikTok,66,2.3,8.5,6.8,3.0,5.2,1.4,9,False,True,1,21,7.5,20-40,0-4,"(3.6, 5.4]"
59,Male,Unemployed,1.2,Telegram,69,8.4,6.5,5.9,1.0,6.7,0.6,5,True,True,1,23,5.4,40-60,0-4,"(-0.018, 1.8]"
54,Female,Health,6.7,Instagram,55,5.2,3.4,3.6,6.0,5.4,0.0,0,False,False,1,7,4.7,40-60,4-8,"(5.4, 7.2]"
43,Female,Student,3.4,Twitter,69,10.8,5.3,4.9,4.0,4.3,0.8,1,False,False,1,22,5.5,40-60,0-4,"(1.8, 3.6]"
45,Female,Unemployed,4.5,Instagram,57,2.9,6.4,4.7,5.0,10.0,1.1,3,False,False,1,22,5.5,40-60,4-8,"(3.6, 5.4]"
